21,3.01
30,31.01
35,66.01
40,40.0
58,58.01
41,41.0
70,70.01
42,42.0
43,43.0
28,28.01
44,44.0
77,77.01
45,45.0
89,89.01
46,46.0
56,56.01
47,47.0
41,41.01
48,48.0
54,54.01
48,54.01
49,49.0
15,15.01
51,76.01
52,52.0
11,11.01
53,53.0
92,92.01
54,77.01
55,55.0
85,85.01
56,56.0
15,15.01
57,57.0
83,83.01
58,58.0
87,87.01
59,59.0
42,42.01
60,60.0
8,8.01
61,61.0
15,15.01
62,62.0
32,32.01
63,63.0
91,91.01
64,64.0
20,20.01
65,65.0
92,92.01
66,66.0
71,71.01
67,67.0
25,25.01
68,68.0
98,98.01
69,69.0
104,95.01
113,81.01
116,40.01
119,33.01
126,93.01
177,42.01
177,42.01
177,42.01
177,42.01
177,42.01
177,42.01
185,24.01
185,24.01
185,24.01
186,186.0
0,0.01
187,187.0
5,5.01
188,188.0
35,35.01
189,23.01
190,190.0
46,46.01
191,191.0
43,43.01
192,192.0
33,33.01
193,193.0
46,46.01
194,194.0
22,22.01
195,195.0
38,38.01
210,19.01
47,47.01
211,211.0
70,70.01
212,212.0
50,50.01
213,213.0
21,21.01
214,214.0
75,75.01
215,215.0
95,95.01
216,216.0
64,64.01
217,217.0
20,20.01
219,55.01
220,220.0
19,19.01
221,221.0
222,59.01
223,223.0
70,70.01
224,224.0
55,55.01
225,225.0
63,63.01
229,49.01
230,230.0
47,47.01
231,231.0
88,88.01
232,44.01
233,233.0
99,99.01
237,86.01
238,238.0
37,37.01
299,67.01
314,53.01
315,315.0
29,29.01
316,316.0
39,39.01
317,317.0
75,75.01
318,318.0
71,71.01
319,319.0
89,89.01
320,320.0
90,90.01
321,321.0
45,45.01
322,322.0
55,55.01
323,323.0
29,29.01
324,324.0
96,96.01
325,325.0
28,28.01
326,326.0
54,54.01
327,327.0
49,49.01
328,328.0
77,77.01
329,329.0
74,74.01
330,330.0
82,82.01
331,331.0
15,15.01
332,332.0
49,49.01
333,333.0
48,48.01
2,7.01
3,3.0
59,59.01
4,4.0
71,71.01
5,5.0
67,67.01
6,6.0
57,57.01
7,7.0
66,66.01
8,8.0
96,96.01
9,9.0
74,74.01
10,10.0
16,16.01
11,11.0
22,22.01
12,12.0
83,83.01
13,13.0
55,55.01
14,14.0
12,12.01
15,15.0
23,23.01
16,16.0
76,76.01
17,17.0
93,93.01
18,18.0
96,96.01
81,93.01
81,93.01
81,93.01
0,0.0
34,34.01
0,34.01
1,1.0
32,32.01
2,2.0
89,89.01
3,3.0
51,51.01
4,4.0
1,1.01
5,21.01
6,6.0
60,60.01
7,14.01
8,8.0
59,59.01
9,93.01
10,10.0
6,6.01
11,11.0
47,47.01
21,13.01
22,22.0
91,91.01
23,23.0
89,89.01
24,24.0
15,15.01
24,15.01
25,25.0
71,71.01
26,26.0
81,81.01
26,81.01
27,27.0
99,99.01
28,28.0
27,27.01
59,96.01
59,96.01
0,0.0
80,80.01
1,1.0
4,4.01
2,2.0
46,46.01
3,3.0
45,45.01
90,77.01
90,77.01
90,77.01
90,77.01
1,2.01
2,2.0
66,66.01
11,22.01
12,12.0
44,44.01
13,13.0
74,74.01
14,14.0
27,27.01
4,4.01
0,0.0
0,0.01
1,1.0
1,1.01
2,2.0
2,2.01
3,3.0
3,3.01
4,4.0
4,4.01
3,88.01
83,83.01
79,79.01
10,10.01
82,82.01
57,57.01
64,64.01
46,46.01
36,36.01
48,48.01
88,88.01
3,88.01
31,31.01
72,72.01
75,75.01
84,84.01
47,47.01
86,86.01
10,10.01
20,20.01
84,84.01
17,53.01
98,98.01
18,18.0
42,42.01
19,19.0
94,94.01
20,20.0
46,46.01
21,21.0
49,49.01
22,22.0
56,56.01
23,23.0
53,53.01
468,54.01
34,34.01
65,65.01
52,52.01
41,41.01
46,46.01
77,77.01
89,89.01
92,92.01
66,66.01
96,96.01
10,10.01
468,54.01
63,63.01
21,21.01
56,56.01
62,62.01
80,80.01
50,50.01
50,50.01
20,20.01
42,42.01
86,86.01
87,87.01
80,80.01
97,97.01
70,70.01
85,85.01
68,68.01
10,10.01
60,60.01
54,54.01
12,12.01
95,95.01
41,41.01
24,24.01
67,67.01
48,48.01
62,62.01
80,80.01
9,9.01
80,80.01
64,64.01
29,29.01
64,64.01
11,11.01
0,0.01
468,54.01
5,5.01
28,28.01
84,84.01
61,61.01
42,42.01
34,34.01
45,45.01
29,29.01
34,34.01
24,24.01
71,71.01
20,20.01
44,44.01
81,81.01
36,36.01
57,57.01
61,61.01
31,31.01
94,94.01
36,36.01
2,47.01
3,3.0
90,90.01
4,4.0
79,79.01
37,25.01
30,30.01
69,69.01
33,33.01
37,37.01
55,55.01
41,41.01
0,0.01
28,28.01
93,93.01
72,72.01
80,80.01
37,25.01
0,0.01
91,91.01
6,6.01
31,75.01
32,32.0
72,72.01
33,33.0
9,9.01
29,95.01
29,95.01
84,84.01
60,60.01
7,7.01
23,23.01
46,46.01
58,58.01
10,10.01
74,74.01
51,74.01
52,52.0
76,76.01
56,81.01
57,57.0
26,26.01
95,39.01
26,26.01
43,43.01
54,54.01
27,27.01
39,39.01
